0: 1 5 14 6 21, zy
313: 1 6 1 19 6 22 6 18 6 24 7 1 19 6 20 6 22 6 18 4 10 4 17 1 7 23, zy
314: 1 5 12 4 14 4 12 4 12 4 12 2 2 2 10 4 16 6 20 6 18 6 19 1 6 1 20, zy
315: 1 5 12 4 14 6 21 1 6 1 17 4 6 2 8 4 16 6 20 6 16 6 19 1 6 1 20, zy
316: 1 5 14 2 2 2 10 2 4 2 10 4 16 4 10 4 18 6 21 1 6 1 21 6 18 6 23, zy
317: 1 5 14 2 2 2 10 4 16 6 23 1 5 16 4 10 2 4 2 10 4 14 4 14 5 1 22, zy
318: 1 5 14 2 2 2 12 4 14 4 12 4 18 6 20 4 8 2 6 2 8 4 19 1 6 1 22, zy
319: 1 5 14 2 2 2 12 4 14 4 16 6 24 6 18 6 22 6 21 1 6 1 20 1 6 1 22, zy
320: 1 5 14 2 2 2 12 4 14 5 1 21 6 20 6 20 6 20 6 20 6 22 7 1 17 6 23, zy
321: 1 5 14 2 2 2 12 4 16 6 24 6 18 6 22 6 20 6 22 6 18 4 10 4 18 6 23, zy
322: 1 5 14 4 12 2 2 2 10 4 16 6 20 6 18 6 21 1 5 14 4 12 4 14 5 1 22, zy
323: 1 5 14 4 12 4 12 4 12 4 14 6 22 6 14 4 10 2 4 2 8 4 17 1 6 1 22, zy
324: 1 5 14 4 12 4 14 4 10 4 16 4 8 2 6 2 6 2 6 2 8 4 17 1 6 1 22, zy
325: 1 5 14 4 12 4 14 4 12 4 14 4 12 4 14 4 10 2 6 4 18 4 8 4 18 6 21, zy
326: 1 5 14 4 12 4 14 6 22 6 14 4 12 4 12 2 2 2 10 4 16 6 19 1 6 1 22, zy
327: 1 5 14 4 12 4 16 4 10 2 4 2 10 4 16 4 10 2 4 2 10 4 18 6 20 6 21, zy
328: 1 5 14 4 12 4 16 4 10 4 17 1 7 23 1 5 16 6 23 1 6 1 19 6 20 6 21, zy
329: 1 5 14 4 12 4 16 5 1 24 1 5 16 4 10 2 4 2 10 4 18 6 20 6 20 6 21, zy
330: 1 5 14 4 14 2 2 2 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 22 6 21, zy
331: 1 5 14 4 14 4 12 2 4 2 8 2 6 2 6 2 10 4 16 4 10 2 6 4 20 6 21, zy
332: 1 5 14 4 14 4 12 4 16 4 12 4 14 4 14 4 12 4 16 4 10 2 6 4 20 6 21, zy
333: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 22 6 21, zy
334: 1 5 14 4 16 4 10 2 6 2 8 4 20 6 22 6 20 6 23 1 5 16 4 14 5 1 22, zy
335: 1 5 14 4 16 5 1 24 1 5 16 4 14 4 14 4 14 4 12 2 4 2 10 2 6 4 21, zy
336: 1 5 16 4 10 2 4 2 8 2 6 2 6 2 8 2 4 2 10 4 16 4 10 4 16 6 23, zy
337: 1 5 16 4 10 2 6 4 20 6 20 6 19 1 7 24 6 16 5 1 23 7 1 17 5 1 24, zy
338: 1 5 16 4 12 2 4 2 8 2 6 2 8 2 6 2 8 2 6 2 8 4 20 6 20 6 23, zy
339: 1 5 16 4 12 4 14 4 14 4 14 4 12 4 16 4 10 4 18 4 8 2 8 4 18 6 23, zy
340: 1 5 16 4 12 4 16 4 10 2 6 2 6 2 8 2 8 4 18 6 23 1 5 16 5 1 24, zy
341: 1 5 16 4 12 4 16 4 10 2 6 2 6 2 8 2 8 4 18 6 23 1 6 1 19 6 23, zy
342: 1 5 16 4 12 4 16 4 12 4 16 4 12 4 16 4 10 2 6 2 8 4 20 6 20 6 23, zy
343: 1 5 16 4 12 4 16 5 1 23 6 18 4 12 4 14 4 16 5 1 24 1 6 1 19 6 23, zy
344: 1 5 16 4 12 4 17 1 6 1 24 1 5 18 6 23 1 5 16 5 1 23 6 18 5 1 24, zy
345: 1 5 16 4 14 4 12 2 2 2 14 4 12 2 4 2 10 4 18 6 23 1 5 16 5 1 24, zy
346: 1 5 16 4 14 4 12 2 2 2 14 4 12 4 18 6 22 6 20 6 22 6 19 1 6 1 24, zy
347: 1 5 16 5 1 22 1 6 1 21 6 20 6 21 1 6 1 21 6 20 6 22 6 18 5 1 24, zy
348: 1 5 16 6 21 1 6 1 19 6 18 4 8 4 18 6 18 6 21 1 6 1 18 1 6 1 22, zy
349: 1 5 16 6 22 6 18 6 20 6 20 6 18 6 22 6 16 4 10 4 18 6 19 1 6 1 22, zy
350: 1 5 16 6 22 7 1 17 4 8 4 18 6 19 1 6 1 21 7 1 17 6 19 1 6 1 22, zy
351: 1 5 18 4 8 2 8 2 4 2 12 4 14 4 14 4 14 4 14 4 12 4 17 1 6 1 24, zy
352: 1 5 18 6 22 6 18 6 22 6 20 6 20 6 20 6 21 1 6 1 21 6 19 1 6 1 24, zy
353: 1 5 18 6 22 6 20 6 20 4 8 2 6 2 8 4 20 6 20 6 22 6 19 1 6 1 24, zy
354: 1 5 18 6 22 6 22 6 18 4 10 4 20 6 20 6 22 6 20 6 22 6 19 1 6 1 24, zy
355: 1 6 1 19 6 16 4 8 2 6 2 4 2 10 4 14 6 21 1 6 1 19 6 17 1 7 21, zy
356: 1 6 1 19 6 20 6 20 6 20 6 20 6 20 6 20 6 20 6 18 4 10 4 17 1 7 23, zy
357: 1 6 1 19 6 20 6 22 7 1 17 6 23 1 6 1 19 6 21 1 6 1 21 6 18 6 23, zy
358: 1 6 1 20 1 6 1 23 6 16 4 12 2 4 2 8 2 6 2 6 2 10 4 17 1 7 23, zy
359: 1 7 20 6 16 4 8 4 16 4 6 2 8 2 4 2 8 4 16 6 18 6 18 6 18 6 17, zy
360: 1 7 22 6 14 4 10 2 2 2 12 4 12 4 10 2 4 2 8 2 4 2 8 2 6 4 17, zy
361: 1 7 24 6 16 4 12 4 14 4 14 4 14 4 12 4 14 2 2 2 10 2 4 2 10 4 17, zy
362: 1 5 12 2 2 2 10 2 4 2 8 4 17 1 6 1 22 1 5 16 6 20 6 19 1 6 1 20, zy
363: 1 5 12 2 4 2 6 2 6 2 8 4 16 6 21 1 5 14 4 10 2 4 2 8 4 16 6 21, zy
364: 1 5 12 2 4 2 8 2 6 2 8 2 4 2 12 5 1 21 6 18 5 1 24 1 5 18 6 21, zy
365: 1 5 12 2 4 2 10 4 17 1 7 24 7 1 17 4 10 2 4 2 12 5 1 21 6 20 6 21, zy
366: 1 5 12 4 12 2 2 2 10 2 2 2 12 4 12 5 1 19 6 20 7 1 16 1 7 20 6 19, zy
367: 1 5 14 2 2 2 10 4 17 1 7 24 6 16 6 24 7 1 17 4 10 2 2 2 14 5 1 22, zy
368: 1 5 14 2 2 2 12 2 2 2 12 2 2 2 14 5 1 23 6 18 5 1 24 1 5 18 6 23, zy
369: 1 5 14 4 10 2 6 4 18 6 18 6 21 1 5 14 4 12 4 12 2 2 2 10 4 16 6 21, zy
370: 1 5 14 4 12 4 12 4 16 6 19 1 6 1 22 1 5 16 6 21 1 6 1 19 6 18 6 21, zy
371: 1 5 14 4 14 5 1 22 1 5 14 4 14 5 1 23 7 1 18 1 7 24 7 1 18 1 7 23, zy
372: 1 5 14 4 14 6 23 1 5 16 5 1 23 6 14 4 14 5 1 21 6 18 4 8 4 18 6 21, zy
373: 1 5 14 4 16 6 22 6 19 1 6 1 23 7 1 17 4 10 2 2 2 14 4 12 4 16 6 23, zy
374: 1 5 14 4 16 6 23 1 5 14 4 16 6 24 6 16 4 14 5 1 23 6 16 4 14 5 1 22, zy
375: 1 5 14 4 16 6 23 1 5 16 5 1 23 6 16 4 14 5 1 23 6 16 4 12 4 16 6 23, zy
376: 1 5 14 4 16 6 25 1 5 18 6 24 6 18 5 1 25 6 16 4 14 5 1 21 4 8 4 21, zy
377: 1 5 14 5 1 21 7 1 15 4 10 4 15 1 7 21 1 5 14 5 1 21 7 1 16 1 7 21, zy
378: 1 5 16 4 10 4 16 4 10 4 14 4 14 6 23 1 5 16 4 10 4 16 6 22 6 16 6 23, zy
379: 1 5 16 4 12 2 4 2 10 2 2 2 16 6 25 1 5 18 4 10 2 6 2 8 4 20 6 23, zy
380: 1 5 16 6 20 6 19 1 6 1 20 1 6 1 21 7 1 17 6 20 6 18 6 19 1 6 1 22, zy
381: 1 5 18 4 10 4 18 5 1 25 7 1 18 1 7 25 1 5 18 5 1 25 7 1 18 1 7 25, zy
382: 1 5 18 5 1 25 7 1 17 4 12 4 17 1 7 25 1 5 18 5 1 25 7 1 18 1 7 25, zy
383: 1 6 1 18 1 6 1 23 7 1 17 4 10 4 17 1 7 24 7 1 17 4 10 4 17 1 7 23, zy
384: 1 6 1 19 6 20 7 1 15 4 10 2 2 2 12 4 12 2 2 2 10 4 15 1 7 20 6 19, zy
385: 1 7 20 6 18 6 17 1 7 20 6 18 6 18 6 18 6 20 7 1 17 6 18 6 20 7 1 16, zy
386: 1 7 22 6 16 6 19 1 7 22 6 16 6 20 6 16 6 22 7 1 19 6 16 6 22 7 1 18, zy
387: 1 7 22 6 20 6 19 1 7 24 6 18 6 22 6 18 6 24 7 1 19 6 20 6 22 7 1 16, zy
388: 1 5 12 2 2 2 12 4 12 4 14 5 1 22 1 5 14 4 14 6 22 6 16 6 22 6 16 6 21, zy
389: 1 5 12 2 4 2 8 2 6 2 8 4 18 4 8 2 6 2 8 4 18 4 8 2 8 4 18 6 21, zy
390: 1 5 12 4 14 4 10 4 14 6 22 7 1 18 1 6 1 20 1 6 1 19 6 18 6 17 1 7 21, zy
391: 1 5 14 2 2 2 12 4 16 6 24 6 16 4 14 4 12 4 16 4 12 4 16 6 24 6 18 6 23, zy
392: 1 5 14 4 12 2 2 2 10 4 14 4 10 4 16 4 8 2 4 2 10 4 16 6 19 1 6 1 22, zy
393: 1 5 14 4 12 2 2 2 10 4 14 4 12 4 12 2 2 2 10 4 16 6 21 1 5 14 5 1 22, zy
394: 1 5 14 4 12 4 14 5 1 21 6 18 6 19 1 6 1 20 1 6 1 19 6 20 6 16 5 1 22, zy
395: 1 5 14 4 12 4 16 4 10 2 2 2 14 4 12 4 14 4 12 4 16 4 10 4 18 6 20 6 21, zy
396: 1 5 14 4 12 4 16 6 22 7 1 16 1 7 22 6 16 4 12 4 12 2 4 2 8 4 18 6 21, zy
397: 1 5 14 4 14 4 12 4 16 4 10 2 4 2 10 2 4 2 10 4 16 4 10 2 6 4 20 6 21, zy
398: 1 5 14 4 14 4 12 4 16 4 12 4 16 6 24 7 1 17 4 12 4 14 4 14 5 1 21 6 21, zy
399: 1 5 14 4 14 4 12 4 16 6 23 1 5 16 5 1 23 6 18 6 20 4 8 4 19 1 6 1 22, zy
400: 1 5 14 4 14 4 14 4 12 4 16 4 12 4 14 4 14 4 14 4 12 4 16 4 10 2 6 4 21, zy
401: 1 5 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 22 6 20 6 21 1 6 1 21 6 21, zy
402: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 22 6 21, zy
403: 1 5 14 4 14 4 14 5 1 23 6 16 4 10 2 6 4 20 6 20 6 18 4 10 4 17 1 7 23, zy
404: 1 5 14 4 14 4 16 6 24 6 18 4 10 4 18 4 10 4 18 5 1 25 6 16 4 14 5 1 22, zy
405: 1 5 14 4 16 4 12 2 2 2 14 4 12 4 18 6 24 6 18 4 10 4 20 6 21 1 6 1 22, zy
406: 1 5 14 4 16 4 12 4 16 5 1 23 6 18 4 12 4 16 5 1 23 6 20 6 21 1 6 1 22, zy
407: 1 5 14 4 16 5 1 24 1 5 16 4 12 4 18 6 22 6 21 1 6 1 21 6 21 1 6 1 22, zy
408: 1 5 14 4 16 5 1 24 1 5 18 6 23 1 5 16 5 1 23 6 18 4 10 4 19 1 6 1 22, zy
409: 1 5 14 5 1 21 6 16 4 10 4 14 4 12 4 14 6 22 6 14 4 14 6 22 7 1 17 6 21, zy
410: 1 5 16 4 10 2 6 2 8 2 6 2 6 2 10 4 18 6 22 6 20 6 22 6 20 6 20 6 23, zy
411: 1 5 16 4 12 4 14 4 14 4 12 2 2 2 12 4 16 6 23 1 5 16 5 1 23 6 18 6 23, zy
412: 1 5 16 4 12 4 16 4 10 2 6 4 21 1 6 1 19 4 8 2 8 4 18 4 10 4 18 6 23, zy
413: 1 5 16 4 12 4 16 4 12 2 4 2 8 2 6 2 10 4 16 4 12 4 18 6 22 6 20 6 23, zy
414: 1 5 16 4 12 4 16 4 12 4 14 2 2 2 12 4 14 4 14 4 16 6 23 1 6 1 19 6 23, zy
415: 1 5 16 4 12 4 16 4 12 4 16 5 1 23 6 20 6 20 6 22 6 20 6 22 6 18 5 1 24, zy
416: 1 5 16 4 12 4 16 5 1 23 6 18 4 10 4 18 6 22 6 20 6 20 6 22 6 18 5 1 24, zy
417: 1 5 16 4 12 4 18 6 23 1 5 16 5 1 22 1 6 1 21 6 20 6 23 1 6 1 19 6 23, zy
418: 1 5 16 4 12 4 18 6 24 6 18 6 24 6 18 4 10 2 6 2 8 4 20 6 22 6 20 6 23, zy
419: 1 5 16 5 1 23 7 1 17 5 1 23 6 16 4 10 4 16 4 10 4 16 6 22 6 17 1 7 23, zy
420: 1 5 16 6 24 6 16 5 1 23 6 16 4 12 4 16 6 23 1 6 1 19 6 22 7 1 17 6 23, zy
421: 1 6 1 18 1 6 1 21 6 16 4 10 4 14 4 12 4 14 4 10 4 16 6 22 7 1 17 6 21, zy
422: 1 6 1 19 6 16 4 8 2 6 4 18 6 16 4 10 4 14 6 21 1 6 1 19 6 17 1 7 21, zy
423: 1 6 1 19 6 16 4 10 4 14 4 10 4 16 6 19 1 6 1 20 1 6 1 19 6 17 1 7 21, zy
424: 1 6 1 19 6 16 6 20 6 16 6 20 6 16 6 19 1 6 1 20 1 6 1 19 6 17 1 7 21, zy
425: 1 6 1 19 6 17 1 7 21 1 6 1 19 6 18 6 20 6 18 6 20 6 16 4 10 4 16 6 21, zy
426: 1 6 1 19 6 18 6 20 6 18 6 18 4 8 2 4 2 10 4 15 1 7 20 6 19 1 6 1 20, zy
427: 1 6 1 20 1 6 1 21 6 20 6 20 6 20 6 22 6 17 1 7 22 6 20 6 20 6 20 6 21, zy
428: 1 5 12 2 2 2 12 4 12 4 12 4 16 6 20 6 17 1 7 20 6 20 6 16 4 10 4 16 6 21, zy
429: 1 5 12 4 14 4 10 4 16 6 19 1 6 1 22 1 5 14 4 12 4 12 4 14 6 21 1 6 1 20, zy
430: 1 5 12 4 14 5 1 22 1 5 14 4 12 5 1 21 6 14 5 1 20 1 6 1 20 1 5 14 6 21, zy
431: 1 5 14 2 2 2 12 4 12 2 2 2 12 4 16 6 23 1 5 16 4 12 4 14 4 12 4 16 6 23, zy
432: 1 5 14 4 10 2 6 4 19 1 6 1 19 4 6 2 10 4 14 5 1 21 6 18 6 20 6 18 6 21, zy
433: 1 5 14 4 12 4 10 2 4 2 8 4 17 1 6 1 21 7 1 17 6 18 4 6 2 8 4 16 6 21, zy
434: 1 5 14 4 12 4 16 4 12 4 12 2 4 2 8 2 8 4 17 1 7 22 6 20 6 20 6 20 6 21, zy
435: 1 5 14 4 14 4 12 4 16 6 23 1 5 16 5 1 24 1 5 18 6 20 4 8 4 19 1 6 1 22, zy
436: 1 5 14 4 16 6 23 1 5 16 4 12 4 14 4 14 4 12 4 16 5 1 23 6 16 4 14 5 1 22, zy
437: 1 5 16 4 12 2 4 2 8 2 8 4 20 6 20 6 23 1 5 16 4 12 4 18 6 22 6 20 6 23, zy
438: 1 5 16 5 1 23 6 16 4 12 4 16 6 24 7 1 19 6 20 6 21 1 6 1 21 6 18 5 1 24, zy
439: 1 5 16 6 22 6 17 1 7 22 6 18 6 20 6 20 6 17 1 7 22 6 16 4 10 4 17 1 7 23, zy
440: 1 5 16 6 22 7 1 17 4 8 2 6 4 18 6 20 7 1 15 4 10 2 4 2 8 4 17 1 7 23, zy
441: 1 5 16 6 24 6 18 6 22 6 19 1 6 1 24 1 5 18 6 22 6 20 6 20 6 21 1 6 1 22, zy
442: 1 6 1 19 6 16 6 21 1 6 1 19 7 1 15 4 10 4 14 6 21 1 6 1 19 6 17 1 7 21, zy
443: 1 6 1 21 6 20 6 22 7 1 17 6 24 6 16 4 12 4 16 6 24 6 17 1 7 22 6 20 6 21, zy
444: 1 7 20 6 16 4 8 2 6 4 18 6 18 6 17 1 7 20 6 18 6 16 4 10 4 14 4 10 4 15, zy
445: 1 5 12 2 2 2 10 2 4 2 6 2 8 2 4 2 8 2 6 4 18 6 19 1 6 1 21 6 16 6 21, zy
446: 1 5 12 4 12 2 2 2 8 2 6 4 17 1 7 22 7 1 17 4 6 2 8 4 16 6 19 1 6 1 20, zy
447: 1 5 12 4 12 4 10 2 4 2 8 4 16 6 19 1 6 1 20 1 5 12 4 12 4 12 4 12 5 1 20, zy
448: 1 5 12 4 14 4 10 4 14 6 21 1 6 1 19 6 16 4 8 2 6 2 4 2 10 4 12 4 14 6 21, zy
449: 1 5 14 2 2 2 12 4 14 4 12 4 18 6 20 4 8 2 6 2 8 2 6 2 8 4 19 1 6 1 22, zy
450: 1 5 14 2 2 2 12 4 16 6 24 6 18 6 22 6 20 6 22 6 18 4 10 2 4 2 10 4 18 6 23, zy
451: 1 5 14 4 10 4 16 6 19 1 6 1 20 1 6 1 19 6 17 1 7 22 7 1 17 6 20 6 16 6 21, zy
452: 1 5 14 4 12 4 16 4 12 4 12 2 4 2 8 2 6 2 8 4 19 1 6 1 21 6 20 6 20 6 21, zy
453: 1 5 14 4 14 2 2 2 10 2 4 2 10 4 18 6 22 6 20 6 21 1 6 1 20 1 6 1 21 6 21, zy
454: 1 5 14 4 14 4 12 4 16 4 10 2 4 2 10 4 18 6 21 1 6 1 20 1 6 1 21 6 20 6 21, zy
455: 1 5 14 4 14 4 12 4 16 4 10 2 6 4 20 6 20 4 6 2 10 4 16 4 10 2 6 4 20 6 21, zy
456: 1 5 14 4 14 4 14 4 12 4 16 6 24 6 16 5 1 23 6 18 6 22 6 18 4 10 4 17 1 7 23, zy
457: 1 5 14 4 14 6 22 6 16 5 1 22 1 6 1 18 1 6 1 21 6 17 1 7 22 6 17 1 6 1 22, zy
458: 1 5 14 4 14 6 22 6 16 5 1 23 7 1 17 4 8 2 6 2 6 2 6 2 8 4 17 1 6 1 22, zy
459: 1 5 14 4 16 4 10 2 6 2 8 4 20 6 21 1 6 1 21 6 22 6 19 1 7 25 1 5 18 6 23, zy
460: 1 5 14 4 16 5 1 24 1 5 16 4 12 2 2 2 12 4 16 6 24 6 16 4 12 4 14 4 16 6 23, zy
461: 1 5 14 4 16 5 1 24 1 5 18 6 22 6 20 4 8 4 20 6 22 6 18 4 10 4 19 1 6 1 22, zy
462: 1 5 14 6 22 6 14 4 10 4 16 6 20 6 16 4 8 2 6 4 18 6 18 6 18 6 19 1 6 1 20, zy
463: 1 5 16 4 10 2 6 2 6 2 10 4 16 4 10 2 4 2 12 4 12 2 4 2 8 2 8 4 18 6 23, zy
464: 1 5 16 4 10 2 6 2 6 2 10 4 16 4 12 4 14 4 16 6 23 1 5 16 5 1 23 6 18 6 23, zy
465: 1 5 16 4 10 2 6 2 8 4 20 6 20 6 22 6 18 4 10 2 4 2 10 2 4 2 10 4 18 6 23, zy
466: 1 5 16 4 10 4 18 4 8 2 6 2 8 4 18 4 8 2 8 4 18 6 22 6 18 6 22 6 18 6 23, zy
467: 1 5 16 4 12 4 16 4 10 2 6 2 6 2 8 2 6 2 8 4 19 1 6 1 22 1 6 1 19 6 23, zy
468: 1 5 16 4 12 4 18 6 22 6 20 6 22 6 19 1 6 1 24 1 5 18 6 22 6 22 6 18 5 1 24, zy
469: 1 5 16 4 14 4 12 2 4 2 10 2 4 2 10 2 6 4 21 1 6 1 21 6 22 6 19 1 6 1 24, zy
470: 1 5 16 4 14 4 12 4 16 4 12 4 16 4 10 2 6 2 8 4 19 1 6 1 23 7 1 17 5 1 24, zy
471: 1 5 16 5 1 22 1 6 1 19 6 20 6 18 6 22 6 18 6 20 6 20 6 18 6 22 6 17 1 7 23, zy
472: 1 5 16 5 1 23 6 18 6 21 1 6 1 21 6 18 4 10 4 16 4 10 2 6 4 20 6 18 5 1 24, zy
473: 1 5 16 5 1 23 6 18 6 22 6 20 6 20 6 21 1 6 1 21 6 20 6 20 6 22 6 18 5 1 24, zy
474: 1 5 16 5 1 23 6 18 6 22 6 20 6 20 6 22 6 18 6 24 7 1 18 1 6 1 23 6 18 6 23, zy
475: 1 5 16 5 1 23 6 18 6 24 6 16 4 14 4 12 4 17 1 7 24 6 18 6 23 1 6 1 19 6 23, zy
476: 1 5 16 5 1 23 6 20 6 21 1 6 1 22 1 6 1 21 6 20 6 24 7 1 19 6 22 6 20 6 23, zy
477: 1 5 16 6 21 1 6 1 19 6 18 6 18 4 8 2 6 2 6 2 6 2 6 2 8 4 17 1 6 1 22, zy
478: 1 5 16 6 22 6 16 4 10 4 16 4 10 4 16 4 10 4 16 6 22 6 16 4 10 4 17 1 6 1 22, zy
479: 1 5 16 6 24 6 18 4 8 2 8 2 4 2 12 4 14 4 14 4 14 4 12 4 18 6 21 1 6 1 22, zy
480: 1 5 18 6 22 6 19 1 6 1 23 6 18 6 22 6 18 4 10 4 18 6 22 6 20 6 19 1 6 1 24, zy
481: 1 5 18 6 24 6 18 6 24 6 20 6 20 4 10 4 18 4 10 4 19 1 6 1 23 6 19 1 6 1 24, zy
482: 1 5 18 6 24 7 1 17 4 12 4 16 4 10 2 6 2 8 2 6 2 8 4 20 6 22 6 19 1 7 25, zy
483: 1 6 1 19 6 18 4 6 2 8 2 4 2 8 2 4 2 10 4 14 4 10 4 16 6 20 6 17 1 7 21, zy
484: 1 6 1 19 6 18 4 8 4 17 1 7 22 6 16 6 21 1 6 1 19 6 19 1 6 1 21 6 16 6 21, zy
485: 1 6 1 20 1 6 1 21 6 20 6 19 1 7 24 6 16 4 10 2 4 2 10 4 18 6 20 6 20 6 21, zy
486: 1 6 1 21 6 19 1 7 24 6 18 6 22 6 20 6 21 1 6 1 21 6 20 6 21 1 6 1 21 6 21, zy
487: 1 7 22 6 16 4 8 2 6 2 6 2 6 2 8 4 16 4 8 2 6 2 6 2 6 2 6 2 8 4 17, zy
488: 1 7 24 6 18 6 22 6 20 6 20 6 20 4 8 2 6 2 8 2 4 2 12 4 14 4 14 4 12 4 17, zy
489: 1 7 24 6 18 6 24 6 18 6 24 6 16 4 14 4 12 2 2 2 14 4 12 2 2 2 14 4 12 4 17, zy
490: 1 5 12 4 14 4 10 4 15 1 7 20 7 1 15 4 10 4 14 4 12 5 1 21 6 14 4 12 4 14 6 21, zy
491: 1 5 12 4 14 4 10 4 16 6 21 1 5 14 5 1 21 6 17 1 7 22 6 16 6 20 6 19 1 6 1 20, zy
492: 1 5 12 4 16 6 18 4 8 4 18 6 16 4 12 5 1 21 6 16 6 22 7 1 18 1 7 22 6 16 6 21, zy
493: 1 5 14 4 10 2 4 2 8 2 6 2 6 2 6 2 6 2 8 4 17 1 7 22 6 16 4 10 4 16 6 21, zy
494: 1 5 14 4 10 2 6 4 19 1 6 1 19 4 6 2 10 4 14 5 1 21 6 16 4 12 4 12 4 16 6 21, zy
495: 1 5 14 4 10 4 14 4 10 4 14 5 1 21 6 16 6 20 7 1 17 6 18 6 17 1 7 20 6 16 6 21, zy
496: 1 5 14 4 10 4 16 6 20 6 16 4 10 4 14 5 1 21 6 16 6 22 7 1 18 1 7 22 6 16 6 21, zy
497: 1 5 14 4 12 4 16 4 10 4 16 4 12 4 14 5 1 21 6 20 6 18 5 1 24 1 5 18 6 20 6 21, zy
498: 1 5 14 4 14 2 2 2 12 4 14 4 16 6 25 1 5 18 4 10 4 18 4 10 2 4 2 10 2 6 4 21, zy
499: 1 5 14 4 14 4 12 2 4 2 10 4 18 6 23 1 5 16 4 10 2 6 2 8 2 6 2 8 4 20 6 21, zy
500: 1 5 14 4 14 4 12 4 18 6 22 6 19 1 6 1 24 1 5 18 6 22 6 20 6 21 1 6 1 21 6 21, zy
501: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 5 1 24 1 5 18 6 22 6 21, zy
502: 1 5 14 4 14 4 14 5 1 21 4 6 2 10 4 16 5 1 23 6 18 6 23 1 5 16 4 10 2 6 4 21, zy
503: 1 5 14 4 14 4 14 5 1 21 6 22 6 18 6 24 7 1 17 4 12 4 16 6 24 6 17 1 7 22 6 21, zy
504: 1 5 14 4 14 4 14 5 1 23 6 16 5 1 23 7 1 17 5 1 24 1 5 17 1 7 23 1 5 16 6 23, zy
505: 1 5 14 4 16 6 23 1 5 16 4 10 2 6 4 20 4 6 2 10 4 16 5 1 23 6 16 4 14 5 1 22, zy
506: 1 5 14 4 16 6 23 1 5 16 5 1 23 6 16 4 14 5 1 21 4 6 2 10 4 16 4 10 2 6 4 21, zy
507: 1 5 14 5 1 21 6 16 6 22 7 1 17 4 8 4 18 6 18 6 18 4 8 4 17 1 7 22 6 16 6 21, zy
508: 1 5 14 5 1 21 6 16 6 22 7 1 19 6 16 4 10 4 14 4 10 4 16 6 19 1 7 22 6 16 6 21, zy
509: 1 5 14 6 22 6 12 2 2 2 12 6 22 6 14 5 1 21 6 16 6 20 7 1 16 1 7 20 6 16 6 21, zy
510: 1 5 14 6 22 6 14 5 1 21 6 16 6 20 7 1 15 4 10 4 14 4 10 4 15 1 7 20 6 16 6 21, zy
511: 1 5 16 4 10 2 6 2 6 2 8 4 20 6 19 1 6 1 23 7 1 17 4 10 4 18 6 22 6 18 6 23, zy
512: 1 5 16 4 10 2 6 4 20 6 19 1 6 1 23 7 1 17 4 10 4 18 6 20 6 22 7 1 17 5 1 24, zy
513: 1 5 16 4 12 4 14 4 12 4 16 5 1 23 6 18 6 22 7 1 17 6 22 6 17 1 7 22 6 18 6 23, zy
514: 1 5 16 4 12 4 16 5 1 23 6 18 5 1 24 1 5 17 1 7 24 7 1 17 5 1 24 1 5 18 6 23, zy
515: 1 5 16 4 12 4 16 6 24 6 16 4 12 4 16 5 1 23 6 18 6 24 7 1 18 1 7 24 6 18 6 23, zy
516: 1 5 16 4 14 4 12 4 17 1 7 24 6 18 4 10 4 18 6 24 7 1 17 4 12 4 14 4 16 5 1 24, zy
517: 1 5 16 5 1 23 6 18 6 24 7 1 17 4 12 4 16 6 24 6 16 4 12 4 17 1 7 24 6 18 6 23, zy
518: 1 6 1 19 4 8 4 19 1 6 1 23 7 1 19 6 20 6 19 1 7 24 7 1 19 6 20 6 19 1 7 23, zy
519: 1 5 12 2 2 2 12 4 10 2 4 2 10 4 14 5 1 22 1 5 14 4 12 4 12 4 14 4 10 4 16 6 21, zy
520: 1 5 12 2 4 2 10 4 16 4 10 2 6 2 6 2 8 4 20 6 18 4 10 2 6 4 20 6 20 6 20 6 21, zy
521: 1 5 12 4 14 4 10 2 2 2 12 4 14 6 22 6 16 6 20 6 19 1 6 1 20 1 6 1 20 1 6 1 20, zy
522: 1 5 12 4 14 6 21 1 5 14 6 22 7 1 18 1 6 1 21 6 14 4 10 4 16 6 18 6 19 1 6 1 20, zy
523: 1 5 12 4 16 6 23 1 5 16 4 12 4 12 4 16 6 22 6 17 1 7 22 6 18 4 8 4 19 1 6 1 20, zy
524: 1 5 14 2 2 2 12 4 12 4 16 4 10 2 4 2 10 4 16 4 10 4 18 6 21 1 6 1 21 6 18 6 23, zy
525: 1 5 14 2 2 2 12 4 14 4 12 4 16 4 10 2 6 4 20 6 20 6 20 6 21 1 6 1 21 6 18 6 23, zy
526: 1 5 14 2 2 2 12 4 14 4 14 4 12 4 16 4 12 4 14 4 14 4 14 5 1 22 1 5 14 4 16 6 23, zy
527: 1 5 14 2 2 2 12 4 14 4 16 6 24 6 18 6 23 1 5 16 5 1 23 6 18 4 10 4 19 1 6 1 22, zy
